"produkt","wc_id","fraza","typ","wolumen","cpc_zl","nasz_url_gsc","pozycja_gsc","wyswietlenia_gsc","klikniecia_gsc","adresow_gsc"
"Kreda nawozowa sypka","306","kreda nawozowa","rodzaj ogólny","1000","0.3","/wapno-nawozowe-rolnictwo/kreda-nawozowa-granulowana/","23.9","38","0","3"
"Kreda nawozowa sypka","306","kreda sypka czy granulowana","porównania","<10","","","","","",""
"Kreda pastewna","307","kreda pastewna","nazwa","2400","0.44","/kreda-pastewna/","21.7","5","0","2"
"Kreda pastewna","307","kreda paszowa","nazwa","90","0.42","/kreda-pastewna/","25.5","3","0","2"
"Kreda pastewna","307","kreda pastewna dla kur","nazwa + zastosowanie","1600","0.47","","","","",""
"Kreda pastewna","307","kreda pastewna dla kur niosek","nazwa + zastosowanie","110","0.55","","","","",""
"Kreda pastewna","307","kreda pastewna dla bydła","nazwa + zastosowanie","210","0.98","/kreda-pastewna/","32.8","17","0","3"
"Kreda pastewna","307","kreda pastewna dla krów","nazwa + zastosowanie","10","","","","","",""
"Kreda pastewna","307","kreda dla kur","nazwa + zastosowanie","720","0.67","","","","",""
"Kreda pastewna","307","kreda dla bydła","nazwa + zastosowanie","70","0.46","/kreda-pastewna/","22","10","0","2"
"Kreda pastewna","307","wapno dla kur niosek","nazwa + zastosowanie","210","0.54","","","","",""
"Kreda pastewna","307","kreda pastewna zastosowanie","nazwa + zastosowanie","10","","","","","",""
"Kreda pastewna","307","kreda pastewna na pole","nazwa + zastosowanie","20","0.57","/paszarstwo/","16","1","0","1"
"Kreda pastewna","307","kreda pastewna dawkowanie","nazwa + dawka","30","","/paszarstwo/kreda-pastewna/","21.2","13","0","3"
"Kreda pastewna","307","kreda pastewna dla kur dawkowanie","nazwa + dawka","90","0.36","/paszarstwo/","21.5","2","0","1"
"Kreda pastewna","307","kreda pastewna dla bydła dawkowanie","nazwa + dawka","70","0.04","/paszarstwo/","21.4","13","0","2"
"Kreda pastewna","307","ile kredy pastewnej dla kur","nazwa + dawka","50","1.85","","","","",""
"Kreda pastewna","307","kreda pastewna cena","nazwa + cena","40","0.28","","","","",""
"Kreda pastewna","307","kreda pastewna 30 kg","nazwa","<10","","","","","",""
"Kreda pastewna","307","kreda pastewna luzem","nazwa","<10","","","","","",""
"Kreda pastewna","307","kreda pastewna dla świń","nazwa + zastosowanie","<10","","","","","",""
"Kreda pastewna","307","co to jest kreda pastewna","nazwa + zastosowanie","20","0.08","","","","",""
"Kreda pastewna","307","kreda pastewna gruboziarnista","frakcja","30","0.56","","","","",""
"Kreda pastewna","307","kreda pastewna drobnoziarnista","frakcja","30","0.41","","","","",""
"Kreda pastewna","307","labtar kreda pastewna","producent / kopalnia","20","0.52","","","","",""
"Kreda pastewna","307","kreda pastewna cena za tonę","nazwa + cena","20","0.16","","","","",""
"Kreda pastewna","307","ile kosztuje kreda pastewna","nazwa + cena","20","0.12","","","","",""
"Kreda pastewna","307","kreda pastewna celiny","producent / kopalnia","<10","","","","","",""
"Kreda pastewna","307","kreda pastewna lhoist","producent / kopalnia","<10","","","","","",""
"Kreda pastewna","307","kreda pastewna nordkalk","producent / kopalnia","<10","","","","","",""
"Kreda pastewna","307","węglan wapnia paszowy","rodzaj ogólny","<10","","","","","",""
"Kreda pastewna","307","węglan wapnia dla zwierząt","rodzaj ogólny","<10","","","","","",""
"Kreda pastewna","307","grys wapienny dla kur","rodzaj ogólny","10","0.81","","","","",""
"Kreda pastewna","307","mączka wapienna paszowa","rodzaj ogólny","<10","","","","","",""
"Kreda pastewna","307","kreda pastewna czy muszle","porównania","<10","","","","","",""
"Kreda pastewna","307","kreda pastewna a wapno","porównania","<10","","","","","",""
"Mieszanka tlenkowo-węglanowa","308","wapno tlenkowo węglanowe","nazwa","10","1.42","","","","",""
"Mieszanka tlenkowo-węglanowa","308","wapno węglanowo tlenkowe","nazwa","10","","","","","",""
"Mieszanka tlenkowo-węglanowa","308","wapno do sadu","nazwa + zastosowanie","30","","","","","",""
"Mieszanka tlenkowo-węglanowa","308","wapno nawozowe luzem","nazwa + cena/forma","40","0.67","","","","",""
"Mieszanka tlenkowo-węglanowa","308","wapno nordkalk","producent/zakład","210","0.6","","","","",""
"Mieszanka tlenkowo-węglanowa","308","wapno trzuskawica","producent/zakład","30","1.18","","","","",""
"Mieszanka tlenkowo-węglanowa","308","wapno tlenkowe","rodzaj ogólny","720","0.52","/wapno-nawozowe-rolnictwo/wapno-tlenkowe-magnez/","25.5","58","0","3"
"Mieszanka tlenkowo-węglanowa","308","wapno nawozowe tlenkowe","rodzaj ogólny","50","0.94","/wapno-nawozowe-rolnictwo/wapno-tlenkowe-magnez/","13.4","157","0","5"
"Mieszanka tlenkowo-węglanowa","308","wapno węglanowe","rodzaj ogólny","1000","0.8","/wapno-nawozowe-rolnictwo/weglanowe-odmiana-04/","9.9","988","1","5"
"Mieszanka tlenkowo-węglanowa","308","wapno nawozowe","rodzaj ogólny","1300","0.96","/wapno-nawozowe-rolnictwo/","11.1","667","2","3"
"Mieszanka tlenkowo-węglanowa","308","mieszanka tlenkowo węglanowa","nazwa","<10","","","","","",""
"Mieszanka tlenkowo-węglanowa","308","mieszanka wapna tlenkowego i węglanowego","nazwa","<10","","","","","",""
"Mieszanka tlenkowo-węglanowa","308","wapno mieszane","nazwa","<10","","","","","",""
"Mieszanka tlenkowo-węglanowa","308","wapno tlenkowo węglanowe zastosowanie","nazwa + zastosowanie","<10","","","","","",""
"Mieszanka tlenkowo-węglanowa","308","wapno na gleby ciężkie","nazwa + zastosowanie","<10","","","","","",""
"Mieszanka tlenkowo-węglanowa","308","wapno tlenkowo węglanowe dawkowanie","nazwa + dawka","<10","","","","","",""
"Mieszanka tlenkowo-węglanowa","308","wapno tlenkowo węglanowe cena","nazwa + cena/forma","<10","","","","","",""
"Mieszanka tlenkowo-węglanowa","308","wapno luzem cena","nazwa + cena/forma","50","1.17","/wapnowanie-gleby/","2","5","0","1"
"Mieszanka tlenkowo-węglanowa","308","nordkalk wapno sitkówka","producent/zakład","30","1.6","","","","",""
"Mieszanka tlenkowo-węglanowa","308","wapno sitkówka","producent/zakład","<10","","","","","",""
"Mieszanka tlenkowo-węglanowa","308","wapno palone na pole","rodzaj ogólny","10","0.12","/","7.2","7","0","2"
"Mieszanka tlenkowo-węglanowa","308","wapno tlenkowe czy węglanowe","porównanie","10","","","","","",""
"Mieszanka tlenkowo-węglanowa","308","wapno tlenkowe a węglanowe","porównanie","10","16.98","","","","",""
"Mieszanka tlenkowo-węglanowa","308","wapno węglanowe czy tlenkowe","porównanie","10","","","","","",""
"Wapno nawozowe tlenkowe Oxyfertil 90","312","oxyfertil","nazwa / marka","30","","/wapno-nawozowe-rolnictwo/oxyfertil-90/","5.9","83","3","2"
"Wapno nawozowe tlenkowe Oxyfertil 90","312","oxyfertil 90","nazwa / marka","10","3.7","/wapno-nawozowe-rolnictwo/oxyfertil-90/","4.9","22","2","1"
"Wapno nawozowe tlenkowe Oxyfertil 90","312","wapno oxyfertil","nazwa / marka","20","","/wapno-nawozowe-rolnictwo/oxyfertil-90/","3.8","60","4","2"
"Wapno nawozowe tlenkowe Oxyfertil 90","312","oxyfertil wapno","nazwa / marka","10","1.04","/wapno-nawozowe-rolnictwo/oxyfertil-90/","6.3","6","1","1"
"Wapno nawozowe tlenkowe Oxyfertil 90","312","wapno tlenkowe oxyfertil","nazwa / marka","10","0.5","","","","",""
"Wapno nawozowe tlenkowe Oxyfertil 90","312","oxifertil","nazwa / marka","0","","/wapno-nawozowe-rolnictwo/oxyfertil-90/","9.5","2","0","1"
"Wapno nawozowe tlenkowe Oxyfertil 90","312","oxyfertil dawkowanie","nazwa + zastosowanie / dawka / cena / forma","10","","","","","",""
"Wapno nawozowe tlenkowe Oxyfertil 90","312","wapno oxyfertil dawkowanie","nazwa + zastosowanie / dawka / cena / forma","10","","","","","",""
"Wapno nawozowe tlenkowe Oxyfertil 90","312","oxyfertil 90 cena","nazwa + zastosowanie / dawka / cena / forma","10","","/wapno-nawozowe-rolnictwo/oxyfertil-90/","1.8","4","1","1"
"Wapno nawozowe tlenkowe Oxyfertil 90","312","oxyfertil cena","nazwa + zastosowanie / dawka / cena / forma","10","","","","","",""
"Wapno nawozowe tlenkowe Oxyfertil 90","312","wapno oxyfertil cena","nazwa + zastosowanie / dawka / cena / forma","10","1.37","","","","",""
"Wapno nawozowe tlenkowe Oxyfertil 90","312","oxyfertil lhoist","producent / zakład (magazyny z karty: Tarnów Opolski, Góraźdźce)","10","","","","","",""
"Wapno nawozowe tlenkowe Oxyfertil 90","312","lhoist","producent / zakład (magazyny z karty: Tarnów Opolski, Góraźdźce)","480","1.08","","","","",""
"Wapno nawozowe tlenkowe Oxyfertil 90","312","lhoist wapno","producent / zakład (magazyny z karty: Tarnów Opolski, Góraźdźce)","30","1.81","","","","",""
"Wapno nawozowe tlenkowe Oxyfertil 90","312","wapno lhoist","producent / zakład (magazyny z karty: Tarnów Opolski, Góraźdźce)","20","0.28","","","","",""
"Wapno nawozowe tlenkowe Oxyfertil 90","312","lhoist tarnów opolski","producent / zakład (magazyny z karty: Tarnów Opolski, Góraźdźce)","170","1.5","","","","",""
"Wapno nawozowe tlenkowe Oxyfertil 90","312","lhoist górażdże","producent / zakład (magazyny z karty: Tarnów Opolski, Góraźdźce)","70","","","","","",""
"Wapno nawozowe tlenkowe Oxyfertil 90","312","wapno tarnów opolski","producent / zakład (magazyny z karty: Tarnów Opolski, Góraźdźce)","10","","","","","",""
"Wapno nawozowe tlenkowe Oxyfertil 90","312","oxyfertil zastosowanie","nazwa + zastosowanie / dawka / cena / forma","<10","","","","","",""
"Wapno nawozowe tlenkowe Oxyfertil 90","312","oxyfertil big bag","nazwa + zastosowanie / dawka / cena / forma","<10","","","","","",""
"Wapno nawozowe tlenkowe Oxyfertil 90","312","wapno górażdże","producent / zakład (magazyny z karty: Tarnów Opolski, Góraźdźce)","20","2.42","","","","",""
"Wapno nawozowe tlenkowe Oxyfertil 90","312","wapno tlenkowe 90","rodzaj ogólny","20","0.4","","","","",""
"Wapno nawozowe tlenkowe Oxyfertil 90","312","wapno palone 90","rodzaj ogólny","<10","","","","","",""
"Wapno nawozowe tlenkowe Oxyfertil 90","312","wapno tlenkowe kruszone","rodzaj ogólny","<10","","","","","",""
"Wapno nawozowe tlenkowe Oxyfertil 90","312","wapno palone kruszone","rodzaj ogólny","<10","","/wp-content/uploads/2023/06/5.pdf","6.5","5","0","2"
"Wapno nawozowe tlenkowe Oxyfertil 90","312","wapno do higienizacji osadów","rodzaj ogólny","<10","","","","","",""
"Wapno nawozowe tlenkowe Oxyfertil 90","312","wapno do oczyszczalni","rodzaj ogólny","<10","","","","","",""
"Wapno nawozowe tlenkowe Oxyfertil 90","312","oxyfertil czy agrobielik","porównania","<10","","","","","",""
"Wapno nawozowe tlenkowe Oxyfertil 90","312","oxyfertil czy agrobielik 90","porównania","<10","","","","","",""
"Wapno nawozowe tlenkowe Oxyfertil 90","312","wapno nawozowe tlenkowe","rodzaj ogólny","50","0.94","/wapno-nawozowe-rolnictwo/wapno-tlenkowe-magnez/","13.4","157","0","5"
"Wapno palone mielone wysokoreaktywne","320","wapno palone mielone","nazwa","10","0.55","/wapno-do-oczyszczalni/wapno-palone-mielone-wysokoreaktywne-luz-24t/","4","3","1","2"
"Wapno palone mielone wysokoreaktywne","320","wapno wysokoreaktywne","nazwa","20","","","","","",""
"Wapno palone mielone wysokoreaktywne","320","wapno palone","nazwa","2400","0.49","/wapno-hydratyzowane/bielik/","4","1","0","1"
"Wapno palone mielone wysokoreaktywne","320","wapno niegaszone","nazwa","170","0.41","","","","",""
"Wapno palone mielone wysokoreaktywne","320","tlenek wapnia","nazwa","1300","0.86","","","","",""
"Wapno palone mielone wysokoreaktywne","320","wapno palone cena","nazwa + cena/forma","90","0.34","","","","",""
"Wapno palone mielone wysokoreaktywne","320","wapno palone mielone cena","nazwa + cena/forma","10","","","","","",""
"Wapno palone mielone wysokoreaktywne","320","wapno palone cena za tonę","nazwa + cena/forma","30","0.33","","","","",""
"Wapno palone mielone wysokoreaktywne","320","higienizacja osadów ściekowych","nazwa + zastosowanie","30","","/wapno-do-oczyszczalni/","16.6","172","0","1"
"Wapno palone mielone wysokoreaktywne","320","wapnowanie osadów ściekowych","nazwa + zastosowanie","20","","/wapno-do-oczyszczalni/","13.5","132","0","2"
"Wapno palone mielone wysokoreaktywne","320","wapno do stabilizacji gruntu","nazwa + zastosowanie","10","1.44","","","","",""
"Wapno palone mielone wysokoreaktywne","320","stabilizacja gruntu wapnem","nazwa + zastosowanie","50","","","","","",""
"Wapno palone mielone wysokoreaktywne","320","wapno palone mielone wysokoreaktywne","nazwa","<10","","","","","",""
"Wapno palone mielone wysokoreaktywne","320","wapno cl 90 q","nazwa","<10","","","","","",""
"Wapno palone mielone wysokoreaktywne","320","wapno palone big bag","nazwa + cena/forma","<10","","","","","",""
"Wapno palone mielone wysokoreaktywne","320","wapno palone luzem","nazwa + cena/forma","<10","","","","","",""
"Wapno palone mielone wysokoreaktywne","320","wapno do oczyszczalni","nazwa + zastosowanie","<10","","","","","",""
"Wapno palone mielone wysokoreaktywne","320","wapno do higienizacji osadów","nazwa + zastosowanie","<10","","","","","",""
"Wapno palone mielone wysokoreaktywne","320","higienizacja osadów wapnem","nazwa + zastosowanie","<10","","","","","",""
"Wapno palone mielone wysokoreaktywne","320","wapno do osadów ściekowych","nazwa + zastosowanie","<10","","","","","",""
"Wapno palone mielone wysokoreaktywne","320","wapno do szamba","nazwa + zastosowanie","70","0.9","/wapno-do-oczyszczalni/","11.1","66","0","2"
"Wapno palone mielone wysokoreaktywne","320","wapno palone a gaszone","porównanie","90","2.06","","","","",""
"Wapno palone mielone wysokoreaktywne","320","wapno palone do szamba","nazwa + zastosowanie","<10","","","","","",""
"Wapno palone mielone wysokoreaktywne","320","wapno palone dawkowanie","dawka","<10","","","","","",""
"Wapno palone mielone wysokoreaktywne","320","wapno palone nordkalk","producent/zakład","<10","","","","","",""
"Wapno palone mielone wysokoreaktywne","320","wapno palone sitkówka","producent/zakład","<10","","","","","",""
"Wapno palone mielone wysokoreaktywne","320","wapno palone trzuskawica","producent/zakład","<10","","","","","",""
"Wapno palone mielone wysokoreaktywne","320","wapno palone a hydratyzowane","porównanie","10","","","","","",""
"Wapno palone mielone wysokoreaktywne","320","wapno palone czy gaszone","porównanie","<10","","","","","",""
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno tlenkowo magnezowe","nazwa / rodzaj (produkt nie ma nazwy handlowej)","50","0.35","/wapno-nawozowe-rolnictwo/wapno-tlenkowe-magnez/","10.4","50","0","3"
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno tlenkowe z magnezem","nazwa / rodzaj (produkt nie ma nazwy handlowej)","10","","","","","",""
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno magnezowe tlenkowe","nazwa / rodzaj (produkt nie ma nazwy handlowej)","20","0.09","","","","",""
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno tlenkowe z magnezem granulowane","nazwa / rodzaj (produkt nie ma nazwy handlowej)","10","0.23","","","","",""
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno magnezowe","rodzaj ogólny","1900","0.6","/wapno-nawozowe-rolnictwo/weglanowe-magnez-granulowane/","48.9","27","0","2"
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno z magnezem","rodzaj ogólny","210","0.32","/wapnowanie-gleby/","2","2","0","1"
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno nawozowe z magnezem","rodzaj ogólny","90","0.79","/wapno-nawozowe-rolnictwo/weglanowe-magnez-odmiana-05/","29","2","0","2"
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno magnezowe sypkie","rodzaj ogólny","30","0.68","","","","",""
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno magnezowe dawkowanie","+ dawka / cena / forma","20","","/wapnowanie-gleby/","6.9","28","0","1"
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno magnezowe ile na hektar","+ dawka / cena / forma","70","","/wapnowanie-gleby/","8.0","258","2","1"
"Wapno nawozowe tlenkowe zawierające magnez","313","ile wapna magnezowego na hektar","+ dawka / cena / forma","90","5.59","/wapnowanie-gleby/","9.8","212","0","1"
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno tlenkowo magnezowe cena","+ dawka / cena / forma","10","","","","","",""
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno magnezowe cena","+ dawka / cena / forma","90","0.26","","","","",""
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno nawozowe tlenkowe z magnezem","nazwa / rodzaj (produkt nie ma nazwy handlowej)","<10","","","","","",""
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno nawozowe tlenkowe zawierające magnez","nazwa / rodzaj (produkt nie ma nazwy handlowej)","<10","","","","","",""
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno tlenkowe 70 25","nazwa / rodzaj (produkt nie ma nazwy handlowej)","<10","","","","","",""
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno tlenkowe 25 mgo","nazwa / rodzaj (produkt nie ma nazwy handlowej)","<10","","","","","",""
"Wapno nawozowe tlenkowe zawierające magnez","313","sprzedaż wapna tlenkowego","rodzaj ogólny","<10","","/wapno-nawozowe-rolnictwo/wapno-tlenkowe-magnez/","24.4","31","0","1"
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno tlenkowo magnezowe dawkowanie","+ dawka / cena / forma","<10","","","","","",""
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno magnezowe cena za tonę","+ dawka / cena / forma","140","0.81","/wapnowanie-gleby/","2.5","4","0","1"
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno magnezowe big bag","+ dawka / cena / forma","40","0.32","/wapno-nawozowe-hurt/wapno-zawierajace-magnez-big-bag-1000kg/","23","2","0","1"
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno magnezowe luzem","+ dawka / cena / forma","40","0.65","/wapnowanie-gleby/","2","2","0","1"
"Wapno nawozowe tlenkowe zawierające magnez","313","lhoist częstochowa","producent / zakład (magazyny z karty: Częstochowa)","40","","","","","",""
"Wapno nawozowe tlenkowe zawierające magnez","313","kiedy stosować wapno magnezowe","rodzaj + termin","70","","/wapnowanie-gleby/","3","1","0","1"
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno magnezowe pod ziemniaki","+ zastosowanie","10","","","","","",""
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno magnezowe pod rzepak","+ zastosowanie","<10","","","","","",""
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno magnezowe pod zboża","+ zastosowanie","<10","","","","","",""
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno magnezowe pod buraki","+ zastosowanie","<10","","","","","",""
"Wapno nawozowe tlenkowe zawierające magnez","313","lhoist wapno magnezowe","producent / zakład (magazyny z karty: Częstochowa)","<10","","","","","",""
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno tlenkowe czy magnezowe","porównania","<10","","","","","",""
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno magnezowe czy zwykłe","porównania","<10","","","","","",""
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno magnezowe czy dolomit","porównania","<10","","","","","",""
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno tlenkowe","rodzaj ogólny","720","0.52","/wapno-nawozowe-rolnictwo/wapno-tlenkowe-magnez/","25.5","58","0","3"
"Wapno nawozowe tlenkowe zawierające magnez","313","wapno nawozowe tlenkowe","rodzaj ogólny","50","0.94","/wapno-nawozowe-rolnictwo/wapno-tlenkowe-magnez/","13.4","157","0","5"
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno węglanowe granulowane","nazwa","390","0.58","/wapno-nawozowe-rolnictwo/weglanowe-granulowane/","21.8","143","0","3"
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno nawozowe węglanowe granulowane","nazwa","<10","","/wapno-nawozowe-rolnictwo/weglanowe-granulowane/","18.4","83","0","3"
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno granulowane węglanowe","nazwa","50","1.03","/wapno-nawozowe-rolnictwo/weglanowe-granulowane/","20","1","0","1"
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno węglanowe bez magnezu granulowane","nazwa","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno granulowane bez magnezu","nazwa","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu granulowane","314","granulat wapniowy","nazwa","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu granulowane","314","calcifertil","nazwa (marka z atrybutu)","10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno calcifertil","nazwa (marka z atrybutu)","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu granulowane","314","grankal","nazwa (marka z atrybutu)","110","1.41","","","","",""
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno grankal","nazwa (marka z atrybutu)","20","0.11","","","","",""
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno granulowane do sadu","nazwa+zastosowanie","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno granulowane na gleby lekkie","nazwa+zastosowanie","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno granulowane ekologiczne","nazwa+zastosowanie","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno granulowane siewnik","nazwa+zastosowanie","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu granulowane","314","ile wapna granulowanego na hektar","nazwa+dawka","480","3.33","/wapnowanie-gleby/","7.2","2033","5","2"
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno granulowane ile na hektar","nazwa+dawka","170","3.34","/wapnowanie-gleby/","8.1","380","1","1"
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno węglanowe granulowane ile na hektar","nazwa+dawka","20","","/wapnowanie-gleby/","7.0","83","0","1"
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno granulowane dawkowanie","nazwa+dawka","40","4.76","/wapnowanie-gleby/","11.2","20","0","1"
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno granulowane cena","nazwa+cena","480","1.02","/wapnowanie-gleby/","2","17","1","1"
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno węglanowe granulowane cena","nazwa+cena","30","0.81","/wapno-nawozowe-rolnictwo/weglanowe-granulowane/","10.9","7","0","1"
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno granulowane big bag","nazwa+cena","260","0.55","/wapnowanie-gleby/","2.6","10","0","2"
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno granulowane 25 kg","nazwa+cena","70","0.32","","","","",""
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno granulowane cena za tonę","nazwa+cena","90","0.82","/wapnowanie-gleby/","2.5","2","0","1"
"Wapno nawozowe węglanowe bez magnezu granulowane","314","lhoist wapno","kopalnia","30","1.81","","","","",""
"Wapno nawozowe węglanowe bez magnezu granulowane","314","kopalnia celiny","kopalnia","320","","","","","",""
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno celiny","kopalnia","10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno draby","kopalnia","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno tarnów opolski","kopalnia","10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno granulowane","rodzaj ogólny","4400","0.8","/wapnowanie-gleby/","2.1","45","0","1"
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno nawozowe granulowane","rodzaj ogólny","390","0.85","/wapnowanie-gleby/","2","6","0","1"
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno kredowe granulowane","rodzaj ogólny","260","0.46","/wapnowanie-gleby/","2.4","9","0","1"
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno węglanowe","rodzaj ogólny","1000","0.8","/wapno-nawozowe-rolnictwo/weglanowe-odmiana-04/","9.9","988","1","5"
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno nawozowe węglanowe","rodzaj ogólny","40","0.01","/wapno-nawozowe-rolnictwo/weglanowe-granulowane/","18.9","187","0","5"
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno granulowane czy sypkie","porównanie","50","2.52","/wapnowanie-gleby/","2","1","0","1"
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno granulowane czy kreda","porównanie","<10","","","","","",""
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno węglanowe czy magnezowe","porównanie","20","","/wapno-nawozowe-rolnictwo/weglanowe-magnez-granulowane/","8","2","0","2"
"Wapno nawozowe węglanowe bez magnezu granulowane","314","wapno tlenkowe czy węglanowe","porównanie","10","","","","","",""
"Węglanowe z magnezem granulowane","317","wapno magnezowe granulowane","nazwa / rodzaj produktu","880","0.44","/wapnowanie-gleby/","2.3","9","0","2"
"Węglanowe z magnezem granulowane","317","wapno granulowane z magnezem","nazwa / rodzaj produktu","140","0.39","/wapnowanie-gleby/","2","1","0","1"
"Węglanowe z magnezem granulowane","317","wapno granulowane magnezowe","nazwa / rodzaj produktu","170","0.54","/wapnowanie-gleby/","2","2","0","2"
"Węglanowe z magnezem granulowane","317","wapno węglanowo magnezowe granulowane","nazwa / rodzaj produktu","20","0.1","/wapno-nawozowe-rolnictwo/weglanowe-magnez-granulowane/","15","2","0","1"
"Węglanowe z magnezem granulowane","317","grankal","producent","110","1.41","","","","",""
"Węglanowe z magnezem granulowane","317","wapno grankal","producent","20","0.11","","","","",""
"Węglanowe z magnezem granulowane","317","wapno magnezowe granulowane ile na hektar","nazwa + dawka","50","1.56","/wapnowanie-gleby/","9.6","155","0","1"
"Węglanowe z magnezem granulowane","317","ile wapna magnezowego granulowanego na hektar","nazwa + dawka","10","","/wapnowanie-gleby/","9.3","43","0","1"
"Węglanowe z magnezem granulowane","317","wapno magnezowe granulowane dawkowanie","nazwa + dawka","70","","","","","",""
"Węglanowe z magnezem granulowane","317","wapno magnezowe granulowane cena","nazwa + cena / forma","50","0.22","/wapnowanie-gleby/","2","1","0","1"
"Węglanowe z magnezem granulowane","317","wapno magnezowe granulowane big bag","nazwa + cena / forma","50","0.59","/wapnowanie-gleby/","3","1","0","1"
"Węglanowe z magnezem granulowane","317","wapno węglanowe z magnezem granulowane","nazwa / rodzaj produktu","<10","","","","","",""
"Węglanowe z magnezem granulowane","317","granulat wapniowo magnezowy","nazwa / rodzaj produktu","<10","","","","","",""
"Węglanowe z magnezem granulowane","317","wapno granulowane grankal","producent","<10","","","","","",""
"Węglanowe z magnezem granulowane","317","grankal wapno magnezowe","producent","<10","","","","","",""
"Węglanowe z magnezem granulowane","317","grankal draby","producent","<10","","","","","",""
"Węglanowe z magnezem granulowane","317","wapno magnezowe do sadu","nazwa + zastosowanie","<10","","","","","",""
"Węglanowe z magnezem granulowane","317","wapno magnezowe na gleby lekkie","nazwa + zastosowanie","<10","","","","","",""
"Węglanowe z magnezem granulowane","317","wapno magnezowe ekologiczne","nazwa + zastosowanie","<10","","","","","",""
"Węglanowe z magnezem granulowane","317","wapno magnezowe granulowane 25 kg","nazwa + cena / forma","10","0.27","","","","",""
"Węglanowe z magnezem granulowane","317","wapno granulowane z magnezem cena","nazwa + cena / forma","10","0.33","","","","",""
"Węglanowe z magnezem granulowane","317","wapno magnezowe","rodzaj ogólny","1900","0.6","/wapno-nawozowe-rolnictwo/weglanowe-magnez-granulowane/","48.9","27","0","2"
